"","Age","Sex","Job","Housing","Saving.accounts","Checking.account","Credit.amount","Duration","Purpose","Risk"
"667",34,"1","2","3","4","2",3496,30,"4","0"
"668",27,"2","2","3","1","2",3609,48,"8","0"
"669",43,"1","2","2","1","1",4843,12,"6","1"
"670",47,"1","2","3","1","2",3017,30,"2","0"
"671",27,"1","1","3","2","2",4139,24,"8","0"
"672",31,"1","2","3","2","2",5742,36,"8","0"
"673",42,"1","3","3","1","2",10366,60,"6","0"
"674",24,"1","2","3","3","2",2080,6,"6","0"
"675",41,"1","1","3","3","2",2580,21,"8","1"
"676",26,"2","3","2","1","1",4530,30,"2","0"
"677",33,"1","2","3","1","1",5150,24,"4","0"
"678",24,"1","2","3","2","2",5595,72,"2","1"
"679",64,"1","1","2","1","1",2384,24,"2","0"
"680",26,"2","2","3","1","2",1453,18,"2","0"
"681",56,"2","2","3","1","2",1538,6,"7","0"
"682",37,"1","2","1","1","1",2279,12,"2","0"
"683",33,"1","2","3","1","1",1478,15,"2","0"
"684",47,"1","2","1","1","2",5103,24,"2","0"
"685",31,"1","1","3","2","2",9857,36,"8","0"
"686",34,"1","2","1","1","2",6527,60,"6","0"
"687",27,"1","2","3","3","2",1347,10,"2","0"
"688",30,"1","2","1","2","2",2862,36,"6","0"
"689",35,"1","2","3","2","2",2753,9,"2","0"
"690",31,"1","2","3","4","1",3651,12,"6","0"
"691",25,"1","2","3","1","1",975,15,"4","0"
"692",25,"2","1","3","2","2",2631,15,"5","0"
"693",29,"1","2","3","2","2",2896,24,"2","0"
"694",44,"1","1","3","1","1",4716,6,"6","0"
"695",28,"1","2","3","1","1",2284,24,"2","0"
"696",50,"1","2","2","3","1",1236,6,"6","0"
"697",29,"1","2","3","1","2",1103,12,"2","0"
"698",38,"2","0","3","1","1",926,12,"6","0"
"699",24,"1","2","3","1","2",1800,18,"2","0"
"700",40,"1","3","2","1","1",1905,15,"7","0"
"701",29,"2","1","2","3","2",1123,12,"4","1"
"702",46,"1","2","1","1","1",6331,48,"6","1"
"703",47,"2","2","1","2","2",1377,24,"2","0"
"704",41,"1","2","3","2","2",2503,30,"8","0"
"705",32,"2","2","3","1","2",2528,27,"8","0"
"706",35,"2","2","1","3","2",5324,15,"6","0"
"707",24,"1","2","3","2","2",6560,48,"6","1"
"708",25,"2","2","2","1","2",2969,12,"4","1"
"709",25,"2","2","3","1","2",1206,9,"2","0"
"710",37,"1","1","3","1","2",2118,9,"2","0"
"711",32,"1","3","3","3","2",629,18,"2","0"
"712",35,"2","2","1","1","1",1198,6,"7","1"
"713",46,"1","3","3","2","2",2476,21,"6","0"
"714",25,"1","1","3","1","1",1138,9,"2","0"
"715",27,"1","3","3","1","2",14027,60,"6","1"
"716",63,"1","2","3","1","2",7596,30,"6","0"
"717",40,"1","2","3","1","1",3077,30,"2","0"
"718",32,"1","3","1","1","2",1505,18,"2","0"
"719",31,"1","2","3","1","2",3148,24,"2","0"
"720",31,"1","2","3","2","2",6148,20,"6","0"
"721",34,"1","3","3","1","2",1337,9,"2","1"
"722",24,"2","2","2","4","2",433,6,"7","1"
"723",24,"2","1","3","1","1",1228,12,"6","1"
"724",66,"2","1","3","3","2",790,9,"2","0"
"725",21,"2","2","2","1","1",2570,27,"6","1"
"726",41,"2","1","3","4","1",250,6,"6","0"
"727",47,"1","1","3","3","2",1316,15,"2","0"
"728",25,"2","2","2","1","1",1882,18,"2","1"
"729",59,"2","2","2","1","2",6416,48,"8","1"
"730",36,"1","2","3","4","2",1275,24,"8","0"
"731",33,"1","2","3","1","2",6403,24,"2","0"
"732",21,"1","1","2","1","1",1987,24,"2","1"
"733",44,"2","1","3","1","2",760,8,"2","0"
"734",28,"2","2","2","4","2",2603,24,"6","0"
"735",37,"2","2","3","1","2",3380,4,"6","0"
"736",29,"2","0","3","3","2",3990,36,"3","0"
"737",23,"2","3","2","1","2",11560,24,"6","1"
"738",35,"1","1","3","2","1",4380,18,"6","0"
"739",45,"1","3","3","1","1",6761,6,"6","0"
"740",26,"2","1","2","2","2",4280,30,"8","1"
"741",32,"1","2","3","2","1",2325,24,"6","0"
"742",23,"1","1","3","1","2",1048,10,"2","0"
"743",41,"1","2","3","3","2",3160,21,"2","0"
"744",22,"1","2","3","3","1",2483,24,"4","0"
"745",30,"1","3","3","1","1",14179,39,"4","0"
"746",28,"1","1","3","1","1",1797,13,"8","0"
"747",23,"2","2","2","1","1",2511,15,"6","0"
"748",37,"2","1","3","1","1",1274,12,"6","1"
"749",26,"1","2","3","2","2",5248,21,"6","0"
"750",33,"1","2","3","1","1",3029,15,"6","0"
"751",49,"2","2","3","1","1",428,6,"4","0"
"752",23,"2","1","3","1","1",976,18,"6","1"
"753",23,"2","1","2","2","2",841,12,"8","0"
"754",25,"2","2","3","1","2",5771,30,"2","0"
"755",55,"1","2","1","4","2",1555,12,"5","1"
"756",32,"2","2","2","1","1",1285,24,"6","1"
"757",74,"1","0","3","1","1",1299,6,"6","0"
"758",39,"1","2","1","1","1",1271,15,"2","1"
"759",31,"1","2","3","1","1",1393,24,"6","0"
"760",35,"1","2","3","1","1",691,12,"6","1"
"761",59,"2","2","3","4","1",5045,15,"6","0"
"762",24,"2","2","2","1","1",2124,18,"4","1"
"763",24,"1","1","3","1","1",2214,12,"2","0"
"764",30,"1","3","1","1","2",12680,21,"6","1"
"765",27,"1","2","3","2","1",2463,24,"6","0"
"766",40,"1","1","3","1","2",1155,12,"2","0"
"767",31,"1","1","3","1","1",3108,30,"4","1"
"768",31,"2","2","2","1","1",2901,10,"6","0"
"769",28,"1","2","2","1","2",3617,12,"4","0"
"770",63,"1","1","3","1","2",1655,12,"2","0"
"771",26,"2","2","2","1","1",2812,24,"6","0"
"772",25,"2","3","3","1","1",8065,36,"7","1"
"773",36,"1","3","3","1","2",3275,21,"6","0"
"774",52,"1","2","3","2","1",2223,24,"2","0"
"775",66,"1","0","1","3","2",1480,12,"6","0"
"776",25,"2","2","2","1","1",1371,24,"6","1"
"777",37,"1","2","3","1","1",3535,36,"6","0"
"778",25,"2","2","3","1","1",3509,18,"2","0"
"779",38,"1","3","3","4","1",5711,36,"6","0"
"780",67,"2","2","3","1","2",3872,18,"5","0"
"781",25,"1","2","3","1","2",4933,39,"2","1"
"782",60,"1","2","3","4","1",1940,24,"6","0"
"783",31,"1","1","3","1","2",1410,12,"7","0"
"784",23,"2","1","3","2","2",836,12,"6","1"
"785",60,"1","3","3","3","2",6468,20,"6","0"
"786",35,"1","1","3","4","2",1941,18,"8","0"
"787",40,"1","2","3","3","2",2675,22,"2","0"
"788",38,"1","2","3","1","1",2751,48,"6","0"
"789",50,"1","2","1","1","2",6224,48,"7","1"
"790",27,"1","2","3","1","1",5998,40,"7","1"
"791",39,"2","2","3","1","2",1188,21,"8","1"
"792",41,"1","3","3","1","2",6313,24,"6","0"
"793",27,"1","2","3","1","1",1221,6,"4","0"
"794",51,"1","2","1","1","1",2892,24,"4","0"
"795",32,"1","2","2","3","1",3062,24,"4","0"
"796",22,"2","2","2","2","2",2301,9,"4","0"
"797",51,"1","2","1","1","1",7511,18,"6","1"
"798",22,"2","1","2","1","2",1258,12,"4","0"
"799",54,"1","2","3","3","2",717,24,"6","0"
"800",35,"1","0","3","3","2",1549,9,"6","0"
"801",54,"1","2","1","1","1",1597,24,"7","0"
"802",48,"2","1","2","1","2",1795,18,"2","0"
"803",24,"2","2","3","1","1",4272,20,"4","0"
"804",35,"1","2","3","1","2",976,12,"2","0"
"805",24,"2","0","2","1","2",7472,12,"6","0"
"806",24,"1","2","3","1","1",9271,36,"6","1"
"807",26,"1","1","3","1","2",590,6,"2","0"
"808",65,"1","2","3","1","2",930,12,"2","0"
"809",55,"1","3","1","1","2",9283,42,"6","0"
"810",26,"2","0","2","1","2",1778,15,"6","1"
"811",26,"1","2","3","1","2",907,8,"8","0"
"812",28,"1","1","3","1","2",484,6,"2","0"
"813",24,"1","2","3","1","1",9629,36,"6","1"
"814",54,"1","2","3","1","1",3051,48,"3","1"
"815",46,"1","2","1","1","1",3931,48,"6","1"
"816",54,"2","2","2","1","2",7432,36,"6","0"
"817",62,"1","2","3","3","1",1338,6,"3","0"
"818",24,"2","2","2","1","2",1554,6,"2","0"
"819",43,"1","3","3","1","1",15857,36,"1","0"
"820",26,"1","2","3","1","1",1345,18,"2","1"
"821",27,"1","2","3","1","1",1101,12,"6","0"
"822",24,"1","2","3","1","2",3016,12,"2","0"
"823",41,"1","2","3","1","1",2712,36,"4","1"
"824",47,"1","1","3","1","1",731,8,"6","0"
"825",35,"1","3","3","1","2",3780,18,"4","0"
"826",30,"1","2","3","1","1",1602,21,"6","0"
"827",33,"2","2","2","1","1",3966,18,"6","1"
"828",36,"1","2","3","1","2",4165,18,"8","1"
"829",47,"1","2","1","1","1",8335,36,"6","1"
"830",38,"1","2","1","4","2",6681,48,"8","0"
"831",44,"1","2","3","3","2",2375,24,"8","0"
"832",23,"2","2","2","1","1",1216,18,"6","1"
"833",29,"1","2","2","1","1",11816,45,"8","1"
"834",42,"2","2","3","2","2",5084,24,"2","0"
"835",25,"2","1","3","1","1",2327,15,"2","1"
"836",48,"1","2","3","1","1",1082,12,"6","1"
"837",21,"2","2","3","1","1",886,12,"2","0"
"838",23,"2","1","2","1","2",601,4,"4","0"
"839",63,"1","2","3","1","1",2957,24,"6","0"
"840",46,"1","2","3","1","2",2611,24,"2","0"
"841",29,"1","2","3","1","1",5179,36,"4","1"
"842",28,"1","1","3","1","1",2993,21,"6","0"
"843",23,"2","2","3","1","2",1943,18,"5","1"
"844",50,"1","2","3","1","1",1559,24,"8","0"
"845",47,"1","2","3","1","1",3422,18,"4","0"
"846",35,"1","2","3","4","2",3976,21,"4","0"
"847",68,"1","2","2","4","1",6761,18,"6","1"
"848",28,"1","2","3","1","1",1249,24,"6","0"
"849",59,"1","2","3","1","1",1364,9,"2","0"
"850",57,"1","1","3","1","1",709,12,"2","1"
"851",33,"1","2","2","1","1",2235,20,"6","1"
"852",43,"1","2","3","1","1",4042,24,"6","0"
"853",35,"1","2","1","1","2",1471,15,"2","0"
"854",32,"1","1","1","1","1",1442,18,"6","1"
"855",45,"1","2","3","1","2",10875,36,"6","0"
"856",33,"1","2","3","2","1",1474,24,"6","0"
"857",40,"2","2","3","1","2",894,10,"7","0"
"858",28,"1","2","1","1","2",3343,15,"4","0"
"859",29,"2","2","3","1","1",3959,15,"6","1"
"860",26,"1","2","2","2","2",3577,9,"6","0"
"861",27,"1","2","3","4","2",5804,24,"6","0"
"862",28,"1","2","3","1","2",2169,18,"8","1"
"863",35,"2","2","3","1","1",2439,24,"2","1"
"864",32,"1","1","3","4","2",4526,27,"4","0"
"865",25,"1","1","2","1","1",2210,10,"4","1"
"866",20,"2","2","2","3","1",2221,15,"4","0"
"867",27,"2","2","3","1","1",2389,18,"2","0"
"868",42,"1","2","3","1","2",3331,12,"4","0"
"869",37,"1","2","3","4","2",7409,36,"8","0"
"870",24,"2","2","2","1","1",652,12,"4","0"
"871",40,"2","2","3","3","2",7678,36,"4","0"
"872",46,"1","2","3","1","2",1343,6,"6","0"
"873",26,"1","2","3","2","1",1382,24,"8","0"
"874",24,"2","2","3","2","1",874,15,"3","0"
"875",29,"1","1","3","1","1",3590,12,"4","0"
"876",40,"2","2","3","4","2",1322,11,"6","0"
"877",36,"1","3","1","1","1",1940,18,"2","0"
"878",28,"1","2","3","1","1",3595,36,"2","0"
"879",27,"1","3","1","1","1",1422,9,"6","1"
"880",36,"1","2","3","1","1",6742,30,"2","0"
"881",38,"1","3","3","1","2",7814,24,"6","0"
"882",48,"1","2","1","1","2",9277,24,"6","0"
"883",36,"1","2","3","2","2",2181,30,"6","0"
"884",65,"2","0","3","1","2",1098,18,"2","0"
"885",43,"1","2","3","1","2",4057,24,"4","1"
"886",53,"2","2","3","1","1",795,12,"7","1"
"887",34,"1","2","3","1","2",2825,24,"8","0"
"888",23,"1","2","3","1","2",15672,48,"8","1"
"889",34,"1","3","3","1","2",6614,36,"6","0"
"890",40,"1","2","2","1","1",7824,28,"6","0"
"891",43,"1","3","3","1","1",2442,27,"8","0"
"892",46,"1","2","3","1","1",1829,15,"2","0"
"893",38,"1","1","3","1","1",2171,12,"6","0"
"894",34,"1","2","3","1","2",5800,36,"6","0"
"895",29,"1","2","3","2","2",1169,18,"2","0"
"896",31,"1","3","3","1","2",8947,36,"6","0"
"897",28,"2","3","2","1","1",2606,21,"2","0"
"898",35,"2","2","3","4","1",1592,12,"4","0"
"899",33,"2","1","2","1","1",2186,15,"4","0"
"900",42,"1","2","3","1","1",4153,18,"4","1"
"901",43,"1","2","2","1","1",2625,16,"6","1"
"902",44,"1","2","3","1","1",3485,20,"6","0"
"903",42,"1","2","1","1","1",10477,36,"6","0"
"904",40,"1","2","2","3","2",1386,15,"2","0"
"905",36,"1","3","3","1","2",1278,24,"2","0"
"906",20,"1","3","2","1","1",1107,12,"2","0"
"907",24,"1","1","3","1","1",3763,21,"6","0"
"908",27,"1","2","3","1","2",3711,36,"7","0"
"909",46,"2","1","3","1","1",3594,15,"6","0"
"910",33,"2","1","3","2","2",3195,9,"6","0"
"911",34,"2","2","3","1","1",4454,36,"2","0"
"912",25,"2","1","3","1","2",4736,24,"4","1"
"913",25,"2","2","3","3","2",2991,30,"2","0"
"914",28,"1","2","3","4","2",2142,11,"8","0"
"915",31,"1","2","2","1","1",3161,24,"8","1"
"916",32,"2","3","3","1","2",18424,48,"1","1"
"917",32,"1","2","3","2","2",2848,10,"6","0"
"918",68,"1","3","3","1","1",14896,6,"6","1"
"919",33,"1","2","3","2","1",2359,24,"4","1"
"920",39,"1","3","2","1","1",3345,24,"4","1"
"921",28,"2","2","3","1","2",1817,18,"4","0"
"922",37,"1","3","3","3","2",12749,48,"2","0"
"923",22,"2","2","2","1","1",1366,9,"2","1"
"924",30,"1","2","2","1","2",2002,12,"6","0"
"925",55,"1","2","3","1","1",6872,24,"4","1"
"926",46,"1","2","3","1","1",697,12,"6","1"
"927",21,"2","2","2","1","1",1049,18,"4","0"
"928",39,"1","2","1","1","1",10297,48,"6","1"
"929",58,"1","2","3","1","2",1867,30,"2","0"
"930",43,"1","1","3","1","1",1344,12,"6","0"
"931",24,"1","1","3","1","1",1747,24,"4","0"
"932",22,"2","2","3","1","2",1670,9,"2","1"
"933",30,"1","2","3","1","2",1224,9,"6","0"
"934",42,"1","2","3","3","2",522,12,"2","0"
"935",23,"2","2","3","1","1",1498,12,"2","0"
"936",30,"1","3","3","2","2",1919,30,"2","1"
"937",28,"2","1","3","1","2",745,9,"2","1"
"938",30,"1","3","2","1","2",2063,6,"2","0"
"939",42,"1","2","1","1","2",6288,60,"7","1"
"940",46,"1","3","3","1","1",6842,24,"6","0"
"941",45,"1","3","3","1","1",3527,12,"6","0"
"942",31,"1","1","3","1","1",1546,10,"6","0"
"943",31,"1","2","3","1","2",929,24,"4","0"
"944",42,"1","1","3","1","1",1455,4,"6","0"
"945",46,"2","2","2","1","1",1845,15,"4","0"
"946",30,"2","2","3","3","2",8358,48,"6","0"
"947",30,"1","2","1","3","1",3349,24,"4","1"
"948",38,"1","3","3","1","1",2859,12,"6","0"
"949",43,"1","1","3","1","2",1533,18,"4","1"
"950",31,"1","2","3","2","2",3621,24,"2","1"
"951",40,"1","0","3","1","2",3590,18,"8","0"
"952",24,"1","2","3","1","1",2145,36,"8","1"
"953",28,"2","2","2","3","2",4113,24,"6","1"
"954",26,"2","3","3","1","1",10974,36,"4","1"
"955",29,"2","2","3","1","1",1893,12,"6","0"
"956",57,"2","3","2","4","1",1231,24,"2","0"
"957",49,"1","1","3","1","2",3656,30,"2","0"
"958",37,"1","1","3","1","2",1154,9,"2","0"
"959",45,"1","1","3","1","1",4006,28,"6","1"
"960",30,"1","2","1","2","2",3069,24,"4","0"
"961",30,"1","2","2","1","1",1740,6,"2","0"
"962",47,"1","2","3","1","2",2353,21,"6","0"
"963",29,"1","2","3","1","1",3556,15,"6","0"
"964",35,"1","2","3","3","2",2397,24,"2","1"
"965",22,"1","1","3","1","2",454,6,"5","0"
"966",26,"2","2","3","1","2",1715,30,"2","0"
"967",23,"1","1","3","3","2",2520,27,"2","1"
"968",54,"2","3","2","1","2",3568,15,"2","0"
"969",29,"1","2","2","1","2",7166,42,"2","0"
"970",40,"1","1","3","1","1",3939,11,"6","0"
"971",22,"1","2","3","2","2",1514,15,"5","0"
"972",43,"1","1","3","1","2",7393,24,"6","0"
"973",29,"2","0","2","1","1",1193,24,"6","1"
"974",36,"1","2","2","1","1",7297,60,"8","1"
"975",33,"2","2","3","1","2",2831,30,"2","0"
"976",57,"2","1","3","3","2",1258,24,"2","0"
"977",64,"2","2","3","1","2",753,6,"2","0"
"978",42,"1","2","3","3","2",2427,18,"8","0"
"979",47,"1","1","3","1","2",2538,24,"6","1"
"980",25,"1","2","2","2","2",1264,15,"6","1"
"981",49,"1","2","3","1","2",8386,30,"4","1"
"982",33,"1","3","2","1","1",4844,48,"8","1"
"983",28,"2","3","3","2","1",2923,21,"6","0"
"984",26,"1","2","3","1","1",8229,36,"6","1"
"985",30,"1","1","3","1","2",2028,24,"4","0"
"986",25,"2","2","2","1","1",1433,15,"4","0"
"987",33,"1","2","3","1","2",6289,42,"8","0"
"988",64,"2","2","3","2","2",1409,13,"2","0"
"989",29,"1","3","1","1","1",6579,24,"6","0"
"990",48,"1","1","3","1","2",1743,24,"2","0"
"991",37,"1","1","3","1","1",3565,12,"7","0"
"992",34,"1","1","3","2","2",1569,15,"2","0"
"993",23,"1","1","2","3","1",1936,18,"2","0"
"994",30,"1","3","3","1","1",3959,36,"4","0"
"995",50,"1","2","3","1","1",2390,12,"6","0"
"996",31,"2","1","3","1","2",1736,12,"4","0"
"997",40,"1","3","3","1","1",3857,30,"6","0"
"998",38,"1","2","3","1","1",804,12,"2","0"
"999",23,"1","2","1","1","1",1845,45,"2","1"
"1000",27,"1","2","3","2","2",4576,45,"6","0"
